Inactive,Close Date,Location Desc,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
No,,"HTS - Nevada,MO",HTS,Transition,3001,3001,3001,9029,385,,Nevada,MO,64772,1909 E Austin Boulevard,,37.836985,-94.332789,,7/30/2017,,Retail,,
No,,"HTS - Berryville,AR",HTS,Owner,1934,1934,1934,9029,385,,Berryville,AR,72616,322 Eureka Street,,36.367999,-93.571287,,,,Retail,,
No,,"HTS - Cassville,MO",HTS,Owner,7721,7721,7721,9029,385,,Cassville,MO,65625,99 Highway 37 South,,36.666575,-93.887229,,,,Retail,,
No,,"HTS - Pittsburg,KS",HTS,Transition,3062,3062,3062,9029,385,,Pittsburg,KS,66762,2524 North Broadway,,37.431641,-94.703726,,7/30/2017,,Retail,,
No,,"HTS - Parsons,KS",HTS,Owner,5778,3318,5778,9029,385,,Parsons,KS,67357,302 E. Main Street,,37.340286,-95.235779,,2/26/2017,,Retail,,
No,,"HTS - Ava,MO",HTS,Owner,3799,3799,3799,9029,385,,Ava,MO,65608,1101 NW 12th Avenue,,36.961216,-92.671165,,,,Retail,,
No,,"HTS - Grove,OK",HTS,Owner,5449,3028,5449,9039,219,,Grove,OK,74344,1717 S Broadway,,36.578365,-94.771525,,2/26/2012,,Retail,,
No,,"HTS - Aurora,MO",HTS,Owner,5466,3051,5466,9029,385,,Aurora,MO,65605,3100 S Elliot Avenue,Suite #104,36.945431,-93.71902,,2/3/2008,,Retail,,
No,,"HTS - Independence,KS",HTS,Owner,5495,3082,5495,9029,385,,Independence,KS,67301,300 North Penn,,37.22566,-95.70641,,8/2/1998,,Retail,,
No,,"HTS - Harrison,AR",HTS,Owner,5528,3127,5528,9040,219,,Harrison,AR,72601,1320 North Main Street,,36.24556,-93.11722,,10/27/2002,,Retail,,
No,,"HTS - Mountain Home,AR",HTS,Owner,5554,3147,5554,9040,219,,Mountain Home,AR,72653,1029 Highway 62 East,,36.351494,-92.367176,,7/4/2004,,Retail,,
No,,"HTS - Rogers,AR",HTS,Owner,5713,3229,5713,9029,385,,Rogers,AR,72756,100 N 8th Street,,36.334143,-94.126271,,1/1/2014,,Retail,,
No,,"HTS - West Plains,MO",HTS,Owner,5747,3272,5747,9040,219,,West Plains,MO,65775,1347 Southern Hills,,36.716528,-91.87203,,10/5/2014,,Retail,,
No,,"HTS - Warrensburg,MO",HTS,Owner,3342,3342,3342,9029,385,,Warrensburg,MO,64093,703 East Young Street,,38.772779,-93.718903,,6/3/2007,,Retail,,
No,,"HTS - Brookfield,MO",HTS,Owner,3400,3400,3400,9039,385,,Brookfield,MO,64628,111 E Boston,,39.786078,-93.073691,,4/4/2004,,Retail,,
No,,"HTS - Bolivar,MO",HTS,Owner,3700,3700,3700,9029,385,,Bolivar,MO,65613,3151 S Springfield Avenue,,37.585099,-93.40025,,1/2/2016,,Retail,,
No,,"HTS - Cameron,MO",HTS,Owner,3889,3889,3889,9029,201,,Cameron,MO,64429,2101 North Walnut,,39.761063,-94.235011,,2/3/2008,,Retail,,
No,,"HTS - Clinton,MO",HTS,Owner,3902,3902,3902,9029,385,,Clinton,MO,64735,743 E Gaines Drive,,38.388822,-93.762771,,9/30/2001,,Retail,,
No,,"HTS - Osage Beach,MO",HTS,Owner,3762,3762,3762,9029,385,,Osage Beach,MO,65065,3629 Osage Beach Parkway,,38.166844,-92.611585,,11/27/2011,,Retail,,
No,,"HTS - Mexico,MO",HTS,Owner,5870,3442,5870,9042,216,,Mexico,MO,65265,2988 South Clark,,39.145558,-91.889443,,7/17/2016,,Retail,,
No,,"HTS - Moberly,MO",HTS,Owner,5722,3240,5722,9039,385,,Moberly,MO,65270,643 N Morley,,39.425913,-92.434212,,7/22/2008,,Retail,,
No,,"HTS - Sedalia,MO",HTS,Owner,5796,3332,5796,9029,385,,Sedalia,MO,65301,3117 West Broadway,,38.706864,-93.267373,,11/16/2014,,Retail,,
No,,"HTS - Butler,MO",HTS,Owner,5805,3340,5805,9039,385,,Butler,MO,64730,104 South Sunset,,38.256008,-94.35316,,1/5/2014,,Retail,,
No,7/16/2018,"HTS - Lebanon,MO",HTS,Owner,6049,3680,6049,9039,385,,Lebanon,MO,65536,112 W Commercial Street,,37.680003,-92.663985,,10/19/2014,,Retail,,
No,,"HTS - Stockton,MO",HTS,Owner,7700,7700,7700,9029,385,,Stockton,MO,65785,580 W Highway 32,,37.700286,-93.802904,,8/31/2014,,Retail,,
No,,"HTS - Fulton,MO",HTS,Owner,7781,7781,7781,9042,216,,Fulton,MO,65251,540 Commons Drive,,38.829431,-91.959346,,,,Retail,,
No,,"HTS - Dekalb,IL",HTS,Company,5498,3085,5498,9042,393,,Dekalb,IL,60115,2359 Sycamore Road,,41.953395,-88.726816,,,,Retail,,
No,,"HTS - Burlington,WI",HTS,Owner,3181,3181,3181,9042,393,,Burlington,WI,53105,1757 Milwaukee Ave A,,42.697088,-88.260281,,4/2/2017,,Retail,,
No,,"HTS - Morris,IL",HTS,Owner,3450,3450,3450,9042,393,,Morris,IL,60450,721 W Bedford Road Highway 6,,41.371303,-88.433677,,1/3/2016,,Retail,,
No,,"HTS - Champaign,IL",HTS,Owner,4877,4877,4877,9042,393,,Champaign,IL,61820,11 E Marketview Drive,,40.137455,-88.242252,,1/3/2016,,Retail,,
No,,"HTS - Watertown,WI",HTS,Owner,5494,3080,5494,9042,393,,Watertown,WI,53094,1720 South Church Street,,43.17257,-88.732938,,4/2/2017,,Retail,,
No,,"HTS - Sparta,WI",HTS,Owner,3562,3562,3562,9042,119,,Sparta,WI,54656,520 S Black River,,43.940007,-90.821477,,,,Retail,,
No,,"HTS - Tomah,WI",HTS,Owner,7279,7270,7279,9042,119,,Tomah,WI,54660,1114 N. Superior Ave,,44.002403,-90.507393,,,,Retail,,
No,7/16/2018,"HTS - Plano,IL",HTS,Owner,5754,3282,5754,9039,393,,Plano,IL,60545,117 S Center Street,,41.66167,-88.536467,,8/28/2016,,Retail,,
No,7/16/2018,"HTS - Sterling,IL",HTS,Owner,5824,3371,5824,9039,393,,Sterling,IL,61081,3606 East Lincolnway,,41.812734,-89.6542,,7/30/2017,,Retail,,
No,,"HTS - Beaver Dam,WI",HTS,Owner,3250,3250,3250,9042,393,,Beaver Dam,WI,53916,1645 N Spring Street,,43.474408,-88.823511,,3/1/2015,,Retail,,
No,,"HTS - Ottawa,IL",HTS,Owner,5542,3142,5542,9042,393,,Ottawa,IL,61350,4103 Holiday Lane,,41.38022,-88.837663,,1/28/2002,,Retail,,
No,,"HTS - Marshfield,WI",HTS,Owner,5709,3221,5709,9042,119,,Marshfield,WI,54449,1810 North Central,,44.685956,-90.160595,,2/8/2015,,Retail,,
No,,"HTS - Richland Center,WI",HTS,Owner,5721,3239,5721,9042,393,,Richland Center,WI,53581,1515 Bohmann Drive,,43.320884,-90.377748,,,,Retail,,
No,,"HTS - Viroqua,WI",HTS,Owner,7692,7692,7692,9042,393,,Viroqua,WI,54665,1220 N. Main Street,,43.574138,-90.887334,,,,Retail,,
No,,"HTS - Reedsburg,WI",HTS,Owner,7952,7952,7952,9042,393,,Reedsburg,WI,53959,55 Viking Drive,,43.53362,-89.985562,,,,Retail,,
No,,"HTS - Sumrall, MS",HTS,Owner,1606,1606,1606,9040,211,,Sumrall,MS,39482,923 Hwy 42,,31.409999,-89.565022,,,,Retail,,
No,,"HTS - McComb,MS",HTS,Owner,1778,1778,1778,9040,211,,McComb,MS,39648,1211 D Delaware Avenue,,31.246462,-90.466682,,8/28/2016,,Retail,,
No,,"HTS - Bayou Vista,LA",HTS,Owner,5751,3277,5751,9040,211,,Bayou Vista,LA,70380,837 US Highway 90 E,,29.68127,-91.27262,,8/13/2017,,Retail,,
No,,"HTS - Opelousas,LA",HTS,Owner,7271,3963,7271,9040,211,,Opelousas,LA,70570,901 Creswell Lane,,30.520553,-92.075583,,4/16/2017,,Retail,,
No,,"HTS - Bogalusa,LA",HTS,Owner,3297,3297,3297,9040,211,,Bogalusa,LA,70427,412 Avenue B,,30.778395,-89.865118,,,,Retail,,
No,,"HTS - Brookhaven,MS",HTS,Owner,3397,3397,3397,9040,211,,Brookhaven,MS,39601,222 Highway 51 North,,31.5846,-90.455406,,5/29/2005,,Retail,,
No,7/16/2018,"HTS - Cut Off,LA",HTS,Owner,3465,3465,3465,9040,211,,Cut Off,LA,70345,16230 LA -3235,,29.475529,-90.329556,,,,Retail,,
No,,"HTS - Eunice,LA",HTS,Owner,3526,3526,3526,9040,211,,Eunice,LA,70535,340 East Laurel,,30.495274,-92.411648,,3/16/2004,,Retail,,
No,,"HTS - Natchez,MS",HTS,Owner,3565,3565,3565,9040,211,,Natchez,MS,39120,31 South Sergeant Prentiss Drive,#3,31.533473,-91.38136,,2/22/2015,,Retail,,
No,,"HTS - Mansura,LA",HTS,Owner,3567,3567,3567,9040,211,,Mansura,LA,71350,168 Golden Rod,,31.097467,-92.063171,,9/13/2015,,Retail,,
No,,"HTS - Jennings,LA",HTS,Owner,3843,3843,3843,9040,211,,Jennings,LA,70546,1226 Elton Road,,30.232951,-92.661823,,12/29/2013,,Retail,,
No,,"HTS - Picayune,MS",HTS,Owner,7291,3976,7291,9040,211,,Picayune,MS,39466,781 Memorial Boulevard,Space 3,30.518932,-89.67408,,3/2/2014,,Retail,,
No,,"HTS - Luling,LA",HTS,Owner,7954,7954,7954,9040,211,,Luling,LA,70070,12715 Highway 90,,29.907459,-90.363468,,,,Retail,,
No,,"HTS - Baker,LA",HTS,Owner,9209,9209,9209,9040,211,,Baker,LA,70714,252 Main Street,,30.57715,-91.167849,,9/1/2016,,Retail,,
No,7/16/2018,"HTS - Oak Ridge,TN",HTS,Owner,2831,2831,2831,9042,212,,Oak Ridge,TN,37830,142 Fairbanks Rd,,36.030965,-84.228059,,,,Retail,,
No,,"HTS - Milan,TN",HTS,Owner,3915,3915,3915,9042,212,,Milan,TN,38358,6034 South First Street,,35.907406,-88.751281,,,,Retail,,
No,,"HTS - Oxford,MS",HTS,Owner,5792,3327,5792,9040,212,,Oxford,MS,38655,707 North Lamar,,34.374481,-89.51686,,7/3/2016,,Retail,,
No,,"HTS - Olive Branch,MS",HTS,Owner,7614,7614,7614,9040,212,,Olive Branch,MS,38654,7501 Goodman Road,,34.960518,-89.855949,,9/10/2014,,Retail,,
No,,"HTS - Paris,TN",HTS,Owner,3186,3186,3186,9040,212,,Paris,TN,38242,1060 Mineral Wells Avenue,,36.285529,-88.310502,,5/28/2017,,Retail,,
No,,"HTS - Murray,KY",HTS,Owner,5486,3066,5486,9040,212,,Murray,KY,42071,912 South 12th Street,,36.598548,-88.316756,,5/28/2017,,Retail,,
No,,"HTS - Harriman,TN",HTS,Owner,3576,3576,3576,9040,212,,Harriman,TN,37748,236 South Roane Street,,35.9268,-84.55877,,,,Retail,,
No,,"HTS - Memphis,TN",HTS,Owner,3872,3872,3872,9040,212,,Memphis,TN,38111,2858 Poplar Ave,,35.134714,-89.965815,,,,Retail,,
No,,"HTS - Collierville,TN",HTS,Owner,7491,7491,7491,9040,212,,Collierville,TN,38017,640 W Poplar Avenue,,35.047042,-89.683382,,1/9/2016,,Retail,,
No,,"HTS - Crossville,TN",HTS,Owner,5588,3176,5588,9040,212,,Crossville,TN,38555,1860 N Main Street,,35.972648,-85.037341,,1/28/2002,,Retail,,
No,,"HTS - McMinnville,TN",HTS,Owner,5916,3546,5916,9040,212,,McMinnville,TN,37110,231 Northgate Drive,#250,35.70007,-85.783809,,10/31/2004,,Retail,,
No,,"HTS - Tullahoma,TN",HTS,Owner,5919,3556,5919,9040,212,,Tullahoma,TN,37388,1420 Cedar Lane,,35.377456,-86.23271,,4/30/2017,,Retail,,
No,,"HTS - Franklin,TN",HTS,Owner,6257,6257,6257,9042,212,,Franklin,TN,37067,1415 Liberty Pike,,35.923261,-86.795184,,,,Retail,,
No,,3625 - Hoffman Estates,HTS,Company,3625,3625,3625,9042,363,,HOFFMAN ESTATES,IL,60179,3333 BEVERLY ROAD,5500 Trillium Blvd,,,,,,Retail,,
No,,"HTS - Easton,MD",HTS,Owner,5815,3353,5815,9040,363,,Easton,MD,21601,219 Marlboro Avenue,,38.782936,-76.080458,,3/2/2014,,Retail,,
No,,"HTS - Chester,MD",HTS,Owner,5835,3394,5835,9040,363,,Chester,MD,21619,1521 Postal Road,Suite 126,38.975486,-76.288265,,5/31/2015,,Retail,,
No,,"HTS - N CAPE MAY,NJ",HTS,Owner,3073,3073,3073,9040,363,,N CAPE MAY,NJ,08204,3845 BAYSHORE RD,,38.975267,-74.942588,,3/1/2017,,Retail,,
No,,"HTS - Elkins,WV",HTS,Owner,3114,3114,3114,9040,363,,Elkins,WV,26241,1611 Harrison Avenue,,38.933931,-79.870933,,8/29/1999,,Retail,,
No,,"HTS - Chestertown,MD",HTS,Owner,3123,3123,3123,9040,363,,Chestertown,MD,21620,19 Washington Square,,39.230421,-76.069888,,,,Retail,,
No,,"HTS - Prince Frederick,MD",HTS,Owner,3323,3323,3323,9040,363,,Prince Frederick,MD,20678,255 Solomons Island Road,,38.534537,-76.585935,,11/13/2011,,Retail,,
No,,"HTS - Elizabeth City,NC",HTS,Owner,5701,3216,5701,9040,363,,Elizabeth City,NC,27909,1503 West Ehringhaus Street,,36.292845,-76.243715,,5/3/2015,,Retail,,
No,,"HTS - Franklin,VA",HTS,Owner,6846,6846,6846,9040,363,,Franklin,VA,23851,1317 Armory Drive,,36.670014,-76.945013,,2/14/2016,,Retail,,
No,,"HTS - Seaford,DE",HTS,Owner,2157,2157,2157,9040,363,,Seaford,DE,19973,23392 Sussex Highway,,38.657194,-75.595101,,,,Retail,,
No,,"HTS - Milford,DE",HTS,Owner,6979,6979,6979,9040,363,,Milford,DE,19963,656A North DuPont Highway,,38.91679,-75.439797,,2/26/2012,,Retail,,
No,,"HTS - Kilmarnock,VA",HTS,Owner,7102,5695,7102,9040,363,,Kilmarnock,VA,22482,412 N Main Street,,37.719608,-76.387728,,7/13/2014,,Retail,,
No,,"HTS - WILLIAMSBURG,VA",HTS,Owner,7199,7199,7199,9042,363,,WILLIAMSBURG,VA,23188,6623 RICHMOND ROAD,,37.345285,-76.760711,,,,Retail,,
No,,"HTS - Hendersonville,NC",HTS,Transition,3969,3969,3969,9040,369,,Hendersonville,NC,28792,1800 Four Seasons Boulevard,Suite F-18,35.334618,-82.446166,,7/5/2017,,Retail,,
No,,"HTS - Carrollton,GA",HTS,Owner,5893,3515,5893,9040,395,,Carrollton,GA,30117,1202 South Park Street,,33.556084,-85.071629,,5/19/2013,,Retail,,
No,,"HTS - Blairsville,GA",HTS,Owner,8011,3896,8011,9040,369,,Blairsville,GA,30512,60 Sears Way,,34.866904,-83.965947,,10/28/2001,,Retail,,
No,,"HTS - Seneca,SC",HTS,Owner,3055,3055,3055,9040,369,,Seneca,SC,29678,366 Market Street,,34.688982,-82.992816,,7/31/2011,,Retail,,
No,,"HTS - Fort Payne,AL",HTS,Owner,3125,3125,3125,9040,395,,Fort Payne,AL,35967,2630 Alabama Avenue NW,,34.469696,-85.701259,,10/9/2016,,Retail,,
No,,"HTS - Canton,GA",HTS,Owner,3321,3321,3321,9040,369,,Canton,GA,30114,110 Bluffs Parkway,,34.257187,-84.474328,,5/4/2014,,Retail,,
No,,"HTS - East Ellijay,GA",HTS,Owner,3635,3635,3635,9040,369,,East Ellijay,GA,30539,67 Fowler Street,,34.683335,-84.475564,,,,Retail,,
No,,"HTS - Calhoun,GA",HTS,Owner,3856,3856,3856,9040,369,,Calhoun,GA,30701,1290 Curtis Parkway,,34.475571,-84.921882,,10/6/2013,,Retail,,
No,,"HTS - Shelby,NC",HTS,Owner,4226,4226,4226,9040,369,,Shelby,NC,28152,1665 E. Dixon Boulevard,Suite 7,35.273295,-81.514298,,,,Retail,,
No,,"HTS - Brevard,NC",HTS,Owner,5748,3274,5748,9040,369,,Brevard,NC,28712,352 North Broad Street,,35.23562,-82.731858,,7/19/2015,,Retail,,
No,,"HTS - Murphy,NC",HTS,Owner,5848,3416,5848,9040,369,,Murphy,NC,28906,1262 Andrews Road,,35.107239,-84.009866,,,,Retail,,
No,7/16/2018,"HTS - Commerce,GA",HTS,Transition,5975,3655,5975,9040,369,,Commerce,GA,30529,40099 Highway 441 S,Unit 101,34.243604,-83.4571,,7/2/2017,,Retail,,
No,,"HTS - Danielsville,GA",HTS,Owner,7819,7819,7819,9040,369,,Danielsville,GA,30633,535 General Daniels Ave N,,34.132006,-83.216834,,,,Retail,,
No,,"HTS - Waynesville,NC",HTS,Owner,8164,3979,8164,9040,369,,Waynesville,NC,28786,163 Waynesville Plaza,,35.501172,-82.984288,,7/17/2005,,Retail,,
No,,"HTS - Morehead City,NC",HTS,Owner,4828,4828,4828,9040,371,,Morehead City,NC,28557,5317 Highway 70 West,,34.740914,-76.818794,,,,Retail,,
No,,"HTS - New Bern,NC",HTS,Owner,8010,3894,8010,9040,371,,New Bern,NC,28562,3138 Martin Luther King Jr Boulevard,Space 414,35.102709,-77.088081,,6/14/2009,,Retail,,
No,7/16/2018,"HTS - Port Royal,SC",HTS,Owner,3445,3445,3445,9040,371,,Port Royal,SC,29935,1347-B Ribaut Road,,32.398997,-80.683523,,4/30/2017,,Retail,,
No,,"HTS - Georgetown,SC",HTS,Owner,6540,3785,6540,9040,375,,Georgetown,SC,29440,1249 N Fraser Street,,33.389864,-79.291143,,11/24/2013,,Retail,,
No,7/16/2018,"HTS - Loris,SC",HTS,Owner,3693,3693,3693,9040,371,,Loris,SC,29569,217 Highway 701 N,,34.064166,-78.883019,,3/4/2007,,Retail,,
No,7/16/2018,"HTS - Lancaster,SC",HTS,Owner,5876,3455,5876,9040,371,,Lancaster,SC,29720,1125 Highway 9 Bypass,,34.732914,-80.796429,,7/10/2015,,Retail,,
No,,"HTS - Lugoff,SC",HTS,Owner,5945,3615,5945,9040,371,,Lugoff,SC,29078,814 Hightway 1 South,,34.231069,-80.673846,,6/25/2017,,Retail,,
No,,"HTS - Lexington,SC",HTS,Owner,7515,7515,7515,9040,371,,Lexington,SC,29072,523 Columbia Avenue,,33.989605,-81.237738,,1/25/2017,,Retail,,
No,,"HTS - Lumberton,NC",HTS,Owner,5690,3196,5690,9040,371,,Lumberton,NC,28358,4329 Fayetteville Road,,34.651922,-78.997855,,12/1/2013,,Retail,,
No,,"HTS - Moncks Corner,SC",HTS,Owner,5695,3202,5695,9040,375,,Moncks Corner,SC,29461,1013 Old Highway 52,,33.184221,-80.002507,,2/1/2013,,Retail,,
No,,"HTS - Wallace,NC",HTS,Owner,5935,3585,5935,9040,371,,Wallace,NC,28466,1315 North Norwood Street,,34.749861,-77.998624,,11/13/2016,,Retail,,
No,,"HTS - Shallotte,NC",HTS,Owner,6440,3763,6440,9040,371,,Shallotte,NC,28470,5302 S Main Street,,33.962505,-78.401108,,4/25/2017,,Retail,,
No,,"HTS - Walterboro,SC",HTS,Owner,6622,3836,6622,9040,375,,Walterboro,SC,29488,377 Bells Highway,,32.913815,-80.673983,,6/19/2007,,Retail,,
No,,"HTS - Lake City,SC",HTS,Owner,7301,3996,7301,9040,371,,Lake City,SC,29560,404 W Main Street,,33.87837,-79.767476,,3/16/2014,,Retail,,
No,,"HTS - Fort Pierce,FL",HTS,Owner,1845,1845,1845,9040,372,,Fort Pierce,FL,34982,3207 S US Highway 1,,27.407407,-80.327106,,4/7/2013,,Retail,,
No,,"HTS - Okeechobee,FL",HTS,Owner,3629,3629,3629,9040,372,,Okeechobee,FL,34972,704 North Parrott Ave,,27.250405,-80.829541,,,,Retail,,
No,,"HTS - Summerfield,FL",HTS,Owner,3150,3150,3150,9040,372,,Summerfield,FL,34491,16750 South US Highway 441,,28.977656,-81.984076,,,,Retail,,
No,,"HTS - New Smyrna Beach,FL",HTS,Owner,3745,3745,3745,9040,372,,New Smyrna Beach,FL,32168,1441 South Dixie Freeway,,29.008041,-80.918186,,5/21/2017,,Retail,,
No,,"HTS - Palatka,FL",HTS,Owner,5587,3175,5587,9040,372,,Palatka,FL,32177,904 S State Road 19,,29.639216,-81.677565,,4/24/2007,,Retail,,
No,,"HTS - Palm Coast,FL",HTS,Owner,6502,3775,6502,9040,372,,Palm Coast,FL,32137,4888 W Palm Coast Parkway,,29.553821,-81.250192,,3/30/2003,,Retail,,
No,,"HTS - DUNNELLON,FL",HTS,Owner,7378,7378,7378,9040,372,,DUNNELLON,FL,34432,11223 N WILLIAMS ST STE M,,29.060324,-82.453536,,7/3/2011,,Retail,,
No,,"HTS - Arcadia,FL",HTS,Owner,7825,7825,7825,9040,372,,Arcadia,FL,34266,1094 South East Vermont Avenue,,27.208077,-81.841158,,6/30/2013,,Retail,,
No,,"HTS - Englewood,FL",HTS,Owner,8155,3975,8155,9040,372,,Englewood,FL,34223,455 South Indiana Avenue,,26.954462,-82.351583,,9/27/2015,,Retail,,
No,,"HTS - Labelle,FL",HTS,Owner,9485,9485,9485,9040,372,,Labelle,FL,33935,870 W Hickpochee Ave Suite 800,,26.759038,-81.452803,,,,Retail,,
No,,"HTS - Clermont,FL",HTS,Owner,9916,9916,9916,9040,372,,Clermont,FL,34711,731 E Highway 50,,28.547289,-81.745453,,7/26/2017,,Retail,,
No,,"HTS - Homosassa,FL",HTS,Owner,9961,9961,9961,9040,372,,Homosassa,FL,34448,3936 South Suncoast Boulevard,,28.805222,-82.578494,,,,Retail,,
No,,"HTS - Douglas,GA",HTS,Owner,3955,3955,3955,9040,375,,Douglas,GA,31533,516 South Peterson,,31.502636,-82.849961,,,,Retail,,
No,,"HTS - Waycross,GA",HTS,Owner,4855,4855,4855,9040,375,,Waycross,GA,31503,2476 Memorial Drive,,31.194695,-82.322103,,,,Retail,,
No,,"HTS - Fernandina Beach,FL",HTS,Owner,3215,3215,3215,9040,375,,Fernandina Beach,FL,32034,1116 S 14th Street,,30.655802,-81.453559,,3/24/2016,,Retail,,
No,,"HTS - Fitzgerald,GA",HTS,Owner,3255,3255,3255,9040,375,,Fitzgerald,GA,31750,215 South Grant Street,,31.712883,-83.253384,,3/13/2016,,Retail,,
No,,"HTS - Jesup,GA",HTS,Owner,3305,3305,3305,9040,375,,Jesup,GA,31545,977 South 1st Street,,31.60294,-81.906842,,7/4/2010,,Retail,,
No,,"HTS - Statesboro,GA",HTS,Owner,3385,3385,3385,9040,375,,Statesboro,GA,30458,325 Northside Drive East,Suite 36,32.436542,-81.762846,,,,Retail,,
No,,"HTS - Hilton Head,SC",HTS,Owner,3525,3525,3525,9040,375,,Hilton Head,SC,29926,1555 Fording Island Road,Suite F,32.237811,-80.80811,,6/28/2017,,Retail,,
No,,"HTS - Saint Augustine,FL",HTS,Owner,5673,3195,5673,9040,372,,Saint Augustine,FL,32086,2121 US 1 South,Space 10,29.859826,-81.325356,,9/28/2016,,Retail,,
No,,"HTS - Saint Marys,GA",HTS,Owner,5821,3365,5821,9040,375,,Saint Marys,GA,31558,28 Hawthorn Lane,,30.77334,-81.618858,,4/17/2011,,Retail,,
No,,"HTS - Vidalia,GA",HTS,Owner,3316,3316,3316,9040,375,,Vidalia,GA,30474,203 Michael Collins Drive,Unit 1,32.204702,-82.372361,,3/3/2013,,Retail,,
No,,"HTS - Swainsboro,GA",HTS,Owner,6213,3713,6213,9040,375,,Swainsboro,GA,30401,528 South Main Street,,32.582032,-82.319243,,10/30/2016,,Retail,,
No,,"HTS - Starke,FL",HTS,Owner,7720,7720,7720,9040,372,,Starke,FL,32091,411 W Madison Street,,29.944579,-82.113137,,,,Retail,,
No,,"HTS - Cabot,AR",HTS,Owner,4142,4142,4142,9040,219,,Cabot,AR,72023,905 West Main Street,,34.974819,-92.024647,,,,Retail,,
No,,"HTS - Clarksville,AR",HTS,Owner,5510,3097,5510,9040,219,,Clarksville,AR,72830,605 West Main Street,,35.47089,-93.468354,,7/10/2011,,Retail,,
No,,"HTS - Forrest City,AR",HTS,Owner,5519,3117,5519,9040,219,,Forrest City,AR,72335,828 North Washington Street,,35.015828,-90.786866,,7/6/2008,,Retail,,
No,,"HTS - West Memphis,AR",HTS,Owner,6504,3777,6504,9040,212,,West Memphis,AR,72301,209 Shopping Way,,35.167191,-90.188785,,5/27/2012,,Retail,,
No,,"HTS - Wynne,AR",HTS,Owner,6753,3880,6753,9040,219,,Wynne,AR,72396,702 Highway 64 E,,35.252867,-90.779864,,7/6/2008,,Retail,,
No,,"HTS - Searcy,AR",HTS,Owner,7202,3187,7202,9040,219,,Searcy,AR,72143,2310 E Race Avenue,,35.250156,-91.709381,,10/9/2013,,Retail,,
No,,"HTS - Mountain View,AR",HTS,Owner,2736,2736,2736,9040,219,,Mountain View,AR,72560,107 Meadow View Drive,,35.856002,-92.087464,,,,Retail,,
No,,"HTS - Heber Springs,AR",HTS,Owner,6740,3873,6740,9040,219,,Heber Springs,AR,72543,1010 Highway 25 B North,,35.459466,-92.045816,,10/30/2011,,Retail,,
No,,"HTS - Clarksdale,MS",HTS,Owner,3357,3357,3357,9040,209,,Clarksdale,MS,38614,937 Commerce Plaza,,34.186961,-90.591695,,8/16/2015,,Retail,,
No,,"HTS - Ash Flat,AR",HTS,Owner,3794,3794,3794,9040,219,,Ash Flat,AR,72513,475 Highway 62/412,,36.236157,-91.598905,,10/2/2005,,Retail,,
No,,"HTS - Batesville,AR",HTS,Owner,5470,3057,5470,9040,219,,Batesville,AR,72501,2395 Harrison Street,,35.769987,-91.626491,,3/31/1996,,Retail,,
No,,"HTS - West Helena,AR",HTS,Owner,8044,3926,8044,9040,209,,West Helena,AR,72390,1005 Highway #49 West,,34.553995,-90.662823,,2/1/2004,,Retail,,
No,3/2/2018,"HTS - Ridgeland,MS",HTS,Transition,1826,1826,1826,9040,380,,Ridgeland,MS,39157,381 Highway 51,,32.4201,-90.135478,,2/21/2017,,Retail,,
No,,"HTS - Waynesboro,MS",HTS,Owner,1827,1827,1827,9040,391,,Waynesboro,MS,39367,1108 A Mississippi Drive,,31.683595,-88.646028,,6/22/2010,,Retail,,
No,,"HTS - Grenada,MS",HTS,Owner,3367,3367,3367,9040,209,,Grenada,MS,38901,2231 South Commerce St,,33.755902,-89.80813,,7/20/2014,,Retail,,
No,,"HTS - Vicksburg,MS",HTS,Owner,3377,3377,3377,9040,211,,Vicksburg,MS,39180,2480 South Frontage Road,Suite 3001,32.326932,-90.861102,,11/17/2013,,Retail,,
No,7/16/2018,"HTS - Columbus,MS",HTS,Owner,4186,4186,4186,9040,380,,Columbus,MS,39705,1404 Old Aberdeen Road,PAD-C,33.511645,-88.431548,,,,Retail,,
No,,"HTS - Byram,MS",HTS,Owner,4787,4787,4787,9040,211,,Byram,MS,39272,5547 I-55 South,,32.189569,-90.255017,,6/2/2013,,Retail,,
No,,"HTS - Cleveland,MS",HTS,Owner,5808,3347,5808,9040,209,,Cleveland,MS,38732,522 Third Street,,33.751223,-90.713404,,5/20/2008,,Retail,,
No,,"HTS - Philadelphia,MS",HTS,Owner,5944,3613,5944,9040,391,,Philadelphia,MS,39350,216 Line Avenue,,32.773404,-89.116003,,10/30/2011,,Retail,,
No,,"HTS - Magee,MS",HTS,Owner,6175,3706,6175,9040,211,,Magee,MS,39111,410 Pinola Drive SE,,31.863898,-89.728934,,11/29/2015,,Retail,,
No,,"HTS - Greenwood,MS",HTS,Owner,6200,3707,6200,9040,209,,Greenwood,MS,38930,717 West Park Avenue,,33.526912,-90.20025,,10/4/2009,,Retail,,
No,,"HTS - Fayetteville,TN",HTS,Owner,6556,3795,6556,9040,212,,Fayetteville,TN,37334,1406 Huntsville Highway,,35.13015,-86.564385,,4/2/2014,,Retail,,
