Inactive,Close Date,Location Desc,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
No,,"HTS - Lawrence,KS",HTS,Owner,9210,9210,9210,9029,201,,Lawrence,KS,66046,2329 Iowa Street,Space M,38.941165,-95.261919,,,,Retail,,
No,,"HTS - Conway,AR",HTS,Transition,3217,3217,3217,9040,219,,Conway,AR,72032,201 Skyline Drive,,35.111035,-92.430662,,6/28/2017,,Retail,,
No,,"HTS - Malvern,AR",HTS,Owner,3906,3906,3906,9040,209,,Malvern,AR,72104,1339 Highway 270 West,,34.381169,-92.827291,,9/12/2006,,Retail,,
No,,"HTS - Russellville,AR",HTS,Owner,5573,3167,5573,9040,219,,Russellville,AR,72801,920 South Arkansas Avenue,,35.269815,-93.13469,,10/16/2011,,Retail,,
No,,"HTS - Broken Arrow,OK",HTS,Owner,1796,1796,1796,9029,203,,Broken Arrow,OK,74011,3804 S Elm Pl,Suite B,36.01452,-95.79925,,,,Retail,,
No,,"HTS - Benton,AR",HTS,Owner,3587,3587,3587,9040,209,,Benton,AR,72015,1110 Ferguson Drive,,34.573312,-92.578853,,11/2/2014,,Retail,,
No,,"HTS - Eufaula,OK",HTS,Owner,3727,3727,3727,9029,203,,Eufaula,OK,74432,617 S Main Street,,35.279543,-95.582508,,6/15/2004,,Retail,,
No,,"HTS - Antlers,OK",HTS,Owner,3892,3892,3892,9029,203,,Antlers,OK,74523,413837 State Highway 3,,34.21567,-95.569162,,,,Retail,,
No,,"HTS - Muskogee,OK",HTS,Owner,4949,4949,4949,9029,203,,Muskogee,OK,74403,2234 E. Shawnee Bypass,,35.772648,-95.344597,,,,Retail,,
No,,"HTS - Mena,AR",HTS,Owner,5697,3207,5697,9029,203,,Mena,AR,71953,908 South Mena Street,,34.582121,-94.234237,,10/28/2012,,Retail,,
No,,"HTS - Ada,OK",HTS,Owner,5875,3447,5875,9029,203,,Ada,OK,74820,1101 Lonnie Abbott Boulevard,,34.78984,-96.663454,,4/2/2000,,Retail,,
No,,"HTS - Mcalester,OK",HTS,Owner,5879,3467,5879,9029,203,,Mcalester,OK,74501,500 Village Boulevard,,34.90747,-95.743896,,1/3/1999,,Retail,,
No,,"HTS - Arkadelphia,AR",HTS,Owner,6557,3796,6557,9040,209,,Arkadelphia,AR,71923,2919 W Pine,,34.118848,-93.086183,,7/17/2016,,Retail,,
No,,"HTS - Hot Springs Village,AR",HTS,Owner,7726,7726,7726,9040,209,,Hot Springs Village,AR,71909,4905 Highway 7 North,,34.655747,-93.064131,,,,Retail,,
No,7/16/2018,"HTS - Athens,TX",HTS,Transition,3488,3488,3488,9029,204,,Athens,TX,75751,209 S. Palestine St,,32.202549,-95.853455,,7/5/2017,,Retail,,
No,,"HTS - Sulphur Springs,TX",HTS,Owner,3508,3508,3508,9029,383,,Sulphur Springs,TX,75482,1402 Mockingbird Lane,,33.114287,-95.590212,,7/12/2014,,Retail,,
No,7/16/2018,"HTS - Marshall,TX",HTS,Owner,3717,3717,3717,9029,209,,Marshall,TX,75670,401 East Grand Avenue,,32.549113,-94.364081,,3/1/2015,,Retail,,
No,,"HTS - Magnolia,AR",HTS,Owner,3797,3797,3797,9029,210,,Magnolia,AR,71753,1517 C East Main,,33.265235,-93.219178,,7/3/2015,,Retail,,
No,8/17/2018,"HTS - Springhill,LA",HTS,Owner,4087,4087,4087,9029,209,,Springhill,LA,71075,522 South Main,,32.996751,-93.461528,,,,Retail,,
No,,"HTS - Ruston,LA",HTS,Owner,5851,3422,5851,9029,210,,Ruston,LA,71270,1701 Commerce Street,,32.546823,-92.620314,,4/16/2014,,Retail,,
No,,"HTS - Monticello,AR",HTS,Owner,3007,3007,3007,9040,209,,Monticello,AR,71655,749 Walmart Access Road,,33.633946,-91.804085,,11/27/2016,,Retail,,
No,,"HTS - Crossett,AR",HTS,Owner,5940,3597,5940,9040,209,,Crossett,AR,71635,301 Fairview,,33.139078,-91.954212,,7/30/2017,,Retail,,
No,,"HTS - Camden,AR",HTS,Owner,3087,3087,3087,9040,209,,Camden,AR,71701,150 Garden Oaks Drive,,33.582637,-92.850286,,7/2/2017,,Retail,,
No,,"HTS - El Dorado,AR",HTS,Owner,3107,3107,3107,9029,210,,El Dorado,AR,71730,2020 Northwest Avenue,,33.231552,-92.665632,,7/29/2012,,Retail,,
No,,"HTS - Hope,AR",HTS,Owner,3854,3854,3854,9040,209,,Hope,AR,71801,1301 North Hervey Street,,33.680971,-93.603121,,1/13/2013,,Retail,,
No,,"HTS - Nashville,AR",HTS,Owner,5270,5270,5270,9040,209,,Nashville,AR,71852,1401 South Fourth St,,33.930437,-93.850092,,3/1/2015,,Retail,,
No,,"HTS - Homer,LA",HTS,Owner,6304,3737,6304,9029,210,,Homer,LA,71040,914 West Main Street,,32.800132,-93.055879,,,,Retail,,
No,,"HTS - Atlanta,TX",HTS,Owner,7269,3956,7269,9029,210,,Atlanta,TX,75551,301 East Main Street,,33.113731,-94.16247,,,,Retail,,
No,,"HTS - West Monroe,LA",HTS,Owner,7727,7727,7727,9029,210,,West Monroe,LA,71292,651 Downing Pines Road,,32.506742,-92.172502,,,,Retail,,
No,,"HTS - Broken Bow,OK",HTS,Owner,8708,3949,8708,9040,209,,Broken Bow,OK,74728,4994 S Park Drive,,33.96376,-94.753193,,2/16/2014,,Retail,,
No,,"HTS - Gun Barrel City,TX",HTS,Owner,8051,3927,8051,9029,383,,Gun Barrel City,TX,75156,3015 W Main Street,,32.330657,-96.159097,,8/31/2014,,Retail,,
No,,"HTS - Palestine,TX",HTS,Owner,8125,3967,8125,9029,210,,Palestine,TX,75801,2024 Crockett Road,,31.73892,-95.607537,,7/5/2015,,Retail,,
No,,"HTS - Shreveport,LA",HTS,Owner,7123,7123,7123,9029,210,,Shreveport,LA,71118,9356 S Mansfield Road,,32.398614,-93.808727,,,,Retail,,
No,,"HTS - Many,LA",HTS,Owner,7297,3978,7297,9029,210,,Many,LA,71449,206 Elizabeth Street,,31.565823,-93.486755,,1/2/2011,,Retail,,
No,7/16/2018,"HTS - Leesville,LA",HTS,Owner,2738,2738,2738,9029,210,,Leesville,LA,71446,900 North 5th Street,,31.151318,-93.264556,,,,Retail,,
No,,"HTS - Deridder,LA",HTS,Owner,3577,3577,3577,9029,210,,Deridder,LA,70634,1339 North Pine,,30.871056,-93.285588,,10/31/2010,,Retail,,
No,,"HTS - Crockett,TX",HTS,Owner,1866,1866,1866,9029,210,,Crockett,TX,75835,1010 E Loop 304,,31.326396,-95.438407,,4/11/2017,,Retail,,
No,,"HTS - Corsicana,TX",HTS,Owner,3378,3378,3378,9029,383,,Corsicana,TX,75110,836 West 7th Avenue,,32.08789,-96.471886,,2/13/2011,,Retail,,
No,,"HTS - Jasper,TX",HTS,Owner,3548,3548,3548,9029,210,,Jasper,TX,75951,1901 West Gibson,,30.90303,-94.020642,,8/28/2016,,Retail,,
No,,"HTS - Canton,TX",HTS,Owner,3639,3639,3639,9029,383,,Canton,TX,75103,1190 Trade Days Boulevard,,32.568924,-95.85653,,5/9/2010,,Retail,,
No,,"HTS - Mexia,TX",HTS,Owner,3948,3948,3948,9029,383,,Mexia,TX,76667,909 E Milam Street,,31.685061,-96.47265,,6/6/2002,,Retail,,
No,,"HTS - Natchitoches,LA",HTS,Owner,5757,3287,5757,9029,210,,Natchitoches,LA,71457,4278 University Parkway,,31.745387,-93.123928,,10/14/2003,,Retail,,
No,,"HTS - Nacogdoches,TX",HTS,Owner,5849,3418,5849,9029,210,,Nacogdoches,TX,75965,3801 North Street,,31.639061,-94.655398,,1/29/2012,,Retail,,
No,,"HTS - Mineola,TX",HTS,Owner,7298,3988,7298,9029,383,,Mineola,TX,75773,332 W FM 564,,32.688568,-95.488637,,10/7/2001,,Retail,,
No,,"HTS - Elk City,OK",HTS,Owner,3386,3386,3386,9029,203,,Elk City,OK,73644,2821 West 3rd Street,,35.412039,-99.439415,,2/23/2003,,Retail,,
No,,"HTS - Weatherford,OK",HTS,Owner,3604,3604,3604,9029,203,,Weatherford,OK,73096,310 N Washington Street,#1247,35.527414,-98.693112,,3/13/2011,,Retail,,
No,,"HTS - Wellington,KS",HTS,Owner,2761,2761,2761,9029,201,,Wellington,KS,67152,214 S Washington Avenue,,37.264078,-97.398241,,8/2/2015,,Retail,,
No,,"HTS - Stillwater,OK",HTS,Owner,3036,3036,3036,9029,203,,Stillwater,OK,74074,1001 S Main Street,,36.110962,-97.058205,,8/1/2010,,Retail,,
No,,"HTS - Oklahoma City,OK",HTS,Owner,4102,4102,4102,9029,203,,Oklahoma City,OK,73134,14040 Joel McDonald Drive,,35.613103,-97.562669,,,,Retail,,
No,,"HTS - Enid,OK",HTS,Owner,1382,1382,1382,9029,203,,Enid,OK,73703,1729 North Van Buren,,36.415012,-97.889082,,4/2/2017,,Retail,,
No,,"HTS - Ponca City,OK",HTS,Owner,5877,3457,5877,9029,203,,Ponca City,OK,74601,412 East Hartford,,36.723479,-97.079351,,3/30/2003,,Retail,,
No,,"HTS - Shawnee,OK",HTS,Owner,5598,5598,5598,9029,203,,Shawnee,OK,74804,4901 N Kickapoo Street,Suite 3001,35.387005,-96.925941,,10/2/2016,,Retail,,
No,,"HTS - Duncan,OK",HTS,Owner,5936,3586,5936,9029,383,,Duncan,OK,73533,3001 North Highway 81,,34.540682,-97.968011,,9/11/2016,,Retail,,
No,,"HTS - Winfield,KS",HTS,Owner,5950,3628,5950,9029,201,,Winfield,KS,67156,912 Main Street,,37.239732,-96.996796,,7/27/2003,,Retail,,
No,,"HTS - Altus,OK",HTS,Owner,6350,3742,6350,9029,383,,Altus,OK,73521,2720A N Main Street,,34.665846,-99.331835,,12/5/2000,,Retail,,
No,,"HTS - Guymon,OK",HTS,Owner,6987,6987,6987,9029,377,,Guymon,OK,73942,1926 Highway 64 North,,36.699473,-101.485585,,4/17/2017,,Retail,,
No,8/24/2018,"HTS - Bethany,OK",HTS,Owner,9165,9165,9165,9029,377,,Bethany,OK,73008,8014 NW 39th Expressway,,35.514928,-97.654472,,,,Retail,,
No,,"HTS - Waxahachie,TX",HTS,Owner,3528,3528,3528,9029,383,,Waxahachie,TX,75165,600 North Highway 77,,32.408977,-96.840958,,12/18/2007,,Retail,,
No,,"HTS - Cleburne,TX",HTS,Owner,8105,3957,8105,9029,383,,Cleburne,TX,76033,1663 West Henderson St. Suite 24,Suite 24,32.334027,-97.419862,,6/1/2014,,Retail,,
No,7/16/2018,"HTS - Azle,TX",HTS,Owner,2739,2739,2739,9029,383,,Azle,TX,76020,155 Southeast Parkway,,32.539697,-97.539697,,4/5/2015,,Retail,,
No,,"HTS-Wichita Falls,TX",HTS,Company,3331,3331,3331,9029,383,,Wichita Falls,TX,76308,2811 Southwest Parkway,,33.8512,-98.5446,,,,Retail,,
No,7/16/2018,"HTS - Mineral Wells,TX",HTS,Owner,5927,3568,5927,9029,383,,Mineral Wells,TX,76067,2801 Highway 180 East,Suite # 14,32.810235,-98.089294,,5/1/2016,,Retail,,
No,,"HTS - Ardmore,OK",HTS,Owner,3487,3487,3487,9029,383,,Ardmore,OK,73401,320 North Commerce,,34.177888,-97.141626,,7/30/2017,,Retail,,
No,,"HTS - Granbury,TX",HTS,Owner,3497,3497,3497,9029,383,,Granbury,TX,76048,420 Highway 377 E,,32.434738,-97.783783,,,,Retail,,
No,,"HTS - Stephenville,TX",HTS,Owner,3518,3518,3518,9029,383,,Stephenville,TX,76401,2185 West South Loop,,32.20801,-98.224852,,4/5/2009,,Retail,,
No,,"HTS - Early,TX",HTS,Owner,5837,3398,5837,9029,383,,Early,TX,76802,300 Early Boulevard,Suite 300,31.738087,-98.961043,,1/27/2016,,Retail,,
No,,"HTS - Temple,TX",HTS,Owner,5897,3527,5897,9029,388,,Temple,TX,76502,1212 Marlandwood,,31.06318,-97.365889,,5/29/2011,,Retail,,
No,,"HTS - Marble Falls,TX",HTS,Owner,3686,3686,3686,9029,388,,Marble Falls,TX,78654,2603 N US Highway 281,,30.59675,-98.27011,,11/1/2007,,Retail,,
No,,"HTS - Georgetown,TX",HTS,Owner,5946,3616,5946,9029,388,,Georgetown,TX,78626,900 North Austin Avenue,#123,30.650965,-97.677212,,7/30/2017,,Retail,,
No,,"HTS - Richmond,TX",HTS,Owner,3607,3607,3607,9029,388,,Richmond,TX,77406,821 Highway 90A East,,29.589677,-95.749153,,4/28/1996,,Retail,,
No,,"HTS - La Grange,TX",HTS,Owner,3617,3617,3617,9029,388,,La Grange,TX,78945,2004 West State Highway 71,,29.908301,-96.837509,,5/28/2017,,Retail,,
No,,"HTS - Seguin,TX",HTS,Owner,7222,3744,7222,9029,388,,Seguin,TX,78155,410 East Court,,29.569283,-97.961543,,10/18/2005,,Retail,,
No,,"HTS - Bastrop,TX",HTS,Owner,5854,3425,5854,9029,388,,Bastrop,TX,78602,735 Old Austin Highway,Suite B,30.111471,-97.343405,,7/13/2014,,Retail,,
No,,"HTS - Blanco,TX",HTS,Owner,7489,7489,7489,9029,115,,Blanco,TX,78606,111A Blanco Avenue,,30.088998,-98.420066,,,,Retail,,
No,,"HTS - Sealy,TX",HTS,Owner,1932,1932,1932,9029,388,,Sealy,TX,77474,3701 Outlet Center Drive Space 340,Drive Space 340,29.772685,-96.126031,,4/23/2017,,Retail,,
No,,"HTS - New Braunfels,TX",HTS,Owner,3458,3458,3458,9029,388,,New Braunfels,TX,78130,114 N. Business I-435,,29.695078,-98.087131,,1/26/2014,,Retail,,
No,,"HTS - Fredericksburg,TX",HTS,Owner,3816,3816,3816,9029,115,,Fredericksburg,TX,78624,512 S Adams Street,,30.269616,-98.878049,,9/12/2006,,Retail,,
No,,"HTS - Brenham,TX",HTS,Owner,5809,3348,5809,9029,388,,Brenham,TX,77833,2507 Becker Drive,,30.145663,-96.388455,,8/3/2014,,Retail,,
No,7/16/2018,"HTS - Taylor,TX",HTS,Owner,5885,3478,5885,9029,388,,Taylor,TX,76574,2121 North Main,,30.58793,-97.412169,,9/18/2016,,Retail,,
No,,"HTS - Alvin,TX",HTS,Owner,2709,2709,2709,9029,388,,Alvin,TX,77511,2625 South Loop 35,Suite 12,29.400324,-95.242146,,2/12/2017,,Retail,,
No,,"HTS - Liberty,TX",HTS,Owner,5414,3026,5414,9029,388,,Liberty,TX,77575,2339 N Main,,30.074526,-94.784924,,7/6/2014,,Retail,,
No,,"HTS - Livingston,TX",HTS,Owner,5868,3438,5868,9029,210,,Livingston,TX,77351,321 North Beatty,,30.710672,-94.935253,,5/31/2015,,Retail,,
No,,"HTS - Cleveland,TX",HTS,Owner,7787,7787,7787,9029,388,,Cleveland,TX,77327,638 East Houston Street,,30.340222,-95.082275,,,,Retail,,
No,,"HTS - Sweetwater,TX",HTS,Owner,3296,3296,3296,9029,397,,Sweetwater,TX,79556,604 East Broadway,,32.472498,-100.40248,,8/13/2017,,Retail,,
No,,"HTS - Carlsbad,NM",HTS,Owner,3309,3309,3309,9029,397,,Carlsbad,NM,88220,609 S Canyon,Suite A,32.413691,-104.228198,,8/27/2000,,Retail,,
No,,"HTS - Hobbs,NM",HTS,Owner,3319,3319,3319,9029,397,,Hobbs,NM,88240,405 E Navajo,,32.739657,-103.132833,,11/14/2010,,Retail,,
No,,"HTS - Plainview,TX",HTS,Owner,3538,3538,3538,9029,397,,Plainview,TX,79072,1507 West 5th Street,,34.183522,-101.721106,,8/2/2009,,Retail,,
No,,"HTS - Fort Stockton,TX",HTS,Owner,3766,3766,3766,9029,397,,Fort Stockton,TX,79735,1208 West Dickinson,,30.893608,-102.890872,,8/29/2010,,Retail,,
No,,"HTS - Belen,NM",HTS,Owner,3826,3826,3826,9029,397,,Belen,NM,87002,19554 Highway 314,,34.709139,-106.761538,,10/29/2006,,Retail,,
No,,"HTS - Borger,TX",HTS,Owner,4838,4838,4838,9029,397,,Borger,TX,79007,800 North Weatherly Street,,35.674391,-101.388474,,4/2/2017,,Retail,,
No,,"HTS - Taos,NM",HTS,Owner,5803,3339,5803,9029,397,,Taos,NM,87571,1046 Paseo Del Pueblo Sur,,36.383064,-105.58872,,7/29/2012,,Retail,,
No,,"HTS - Las Vegas,NM",HTS,Owner,6526,3780,6526,9029,397,,Las Vegas,NM,87701,1654 7th Street,,35.60911,-105.223122,,1/25/2004,,Retail,,
No,,"HTS - Pampa,TX",HTS,Owner,6764,3882,6764,9029,397,,Pampa,TX,79065,1623 N Hobart,,35.554038,-100.972343,,4/29/2016,,Retail,,
No,,"HTS - DALHART,TX",HTS,Owner,7176,7176,7176,9029,397,,DALHART,TX,79022,700 TENNESSEE BLVD,,36.058639,-102.514134,,9/24/2016,,Retail,,
No,,"HTS - Ruidoso Downs,NM",HTS,Owner,8123,3966,8123,9029,397,,Ruidoso Downs,NM,88346,26142 US Highway 70,,33.325233,-105.622502,,2/18/2017,,Retail,,
No,,"HTS - Juneau,AK",HTS,Owner,3782,3782,3782,9037,101,,Juneau,AK,99801,9105 Mendenhall Mall Road,,58.371557,-134.588586,,11/15/2014,,Retail,,
No,,"HTS - Hood River,OR",HTS,Owner,3809,3809,3809,9037,110,,Hood River,OR,97031,1795 12th Street,,45.695963,-121.522017,,12/23/2016,,Retail,,
No,8/13/2018,"HTS - Toppenish,WA",HTS,Owner,5332,5332,5332,9037,101,,Toppenish,WA,98948,101 S Toppenish Avenue,,46.375816,-120.311066,,,,Retail,,
No,,"HTS - Sunnyside,WA",HTS,Owner,5501,3088,5501,9037,110,,Sunnyside,WA,98944,1702 East Gregory Avenue,,46.324869,-119.997799,,,,Retail,,
No,,"HTS - Newport,OR",HTS,Owner,3429,3429,3429,9037,102,,Newport,OR,97365,2200 N Coast Highway 101,,44.653067,-124.051259,,2/13/2011,,Retail,,
No,,"HTS - Lincoln City,OR",HTS,Owner,8039,3922,8039,9037,102,,Lincoln City,OR,97367,1517 SW Highway 101,,44.956815,-124.014128,,10/26/2003,,Retail,,
No,,"HTS - McMinnville,OR",HTS,Owner,3469,3469,3469,9037,102,,McMinnville,OR,97128,1621 NE Baker Street,,45.219196,-123.19848,,3/2/2014,,Retail,,
No,,"HTS - Albany,OR",HTS,Owner,3653,3653,3653,9037,102,,Albany,OR,97322,2059 14th Avenue,Suite A103,44.628791,-123.080179,,,,Retail,,
No,,"HTS - Astoria,OR",HTS,Owner,3419,3419,3419,9037,110,,Astoria,OR,97103,1152 Marine Drive,,46.189908,-123.831019,,8/30/2015,,Retail,,
No,,"HTS - Scappoose,OR",HTS,Owner,3449,3449,3449,9037,110,,Scappoose,OR,97056,51581 Columbia River Highway,,45.743962,-122.877628,,3/30/2003,,Retail,,
No,,"HTS - The Dalles,OR",HTS,Owner,3479,3479,3479,9037,110,,The Dalles,OR,97058,116 E 2nd Street,,45.601857,-121.18365,,8/17/2014,,Retail,,
No,,"HTS - Longview,WA",HTS,Owner,4197,4197,4197,9037,110,,Longview,WA,98632,1116 15th Avenue,,46.134597,-122.937748,,,,Retail,,
No,,"HTS - Florence,OR",HTS,Owner,6743,3876,6743,9037,102,,Florence,OR,97439,685A Highway 101,,43.97239,-124.105645,,,,Retail,,
No,,"HTS - Corvallis,OR",HTS,Owner,7658,7658,7658,9037,101,,Corvallis,OR,97330,2445 NW Kings Boulevard,,44.592185,-123.272194,,5/1/2016,,Retail,,
No,,"HTS - Bend,OR",HTS,Owner,2571,2571,2571,9037,102,,Bend,OR,97702,61303 S Highway 97,,44.026656,-121.314909,,,,Retail,,
No,7/16/2018,"HTS - Prineville,OR",HTS,Owner,3334,3334,3334,9037,102,,Prineville,OR,97754,1059 NW Madras Highway,,44.309489,-120.868335,,11/3/2013,,Retail,,
No,7/16/2018,"HTS - Madras,OR",HTS,Owner,5017,5017,5017,9037,102,,Madras,OR,97741,510 SW 5th Street,,44.628802,-121.129919,,11/3/2013,,Retail,,
No,,"HTS - La Grande,OR",HTS,Owner,5948,3619,5948,9037,108,,La Grande,OR,97850,1700 Portland Avenue,,45.328306,-118.078986,,10/28/2010,,Retail,,
No,,"HTS - Baker City,OR",HTS,Owner,6576,3808,6576,9037,108,,Baker City,OR,97814,2017 Main Street,,44.777505,-117.830159,,5/20/2008,,Retail,,
No,,"HTS - Walla Walla,WA",HTS,Owner,6914,6914,6914,9037,108,,Walla Walla,WA,99362,207 E Main Street,,46.069357,-118.336364,,,,Retail,,
No,,"HTS - Harbor,OR",HTS,Owner,3489,3489,3489,9037,102,,Harbor,OR,97415,97900 Shopping Center Avenue,,42.049333,-124.260748,,3/24/2016,,Retail,,
No,,"HTS - North Bend,OR",HTS,Owner,5823,3369,5823,9037,102,,North Bend,OR,97459,1611 Virginia Avenue,#514,43.405005,-124.234214,,1/25/2017,,Retail,,
No,,"HTS - Redmond,OR",HTS,Owner,4734,4734,4734,9037,102,,Redmond,OR,97756,224 SW 6th Street,,44.275125,-121.173994,,,,Retail,,
No,,"HTS - Cottage Grove,OR",HTS,Owner,5822,3368,5822,9037,102,,Cottage Grove,OR,97424,118 Gateway Boulevard,,43.796096,-123.048624,,4/2/2017,,Retail,,
No,,"HTS - Grants Pass,OR",HTS,Owner,5831,3389,5831,9037,102,,Grants Pass,OR,97526,1533 Northeast F Street,,42.435076,-123.310906,,11/27/2016,,Retail,,
No,,"HTS - Fort Bragg,CA",HTS,Owner,3109,3109,3109,9037,103,,Fort Bragg,CA,95437,362 North Franklin Street,,39.445353,-123.804192,,3/15/2009,,Retail,,
No,,"HTS - Ukiah,CA",HTS,Owner,3199,3199,3199,9037,103,,Ukiah,CA,95482,1230 Airport Park Boulevard,,39.131308,-123.199756,,2/23/2003,,Retail,,
No,,"HTS - Lakeport,CA",HTS,Owner,5452,3029,5452,9037,103,,Lakeport,CA,95453,2570 S Main Street,,39.019584,-122.912273,,11/2/2008,,Retail,,
No,7/16/2018,"HTS - Red Bluff,CA",HTS,Owner,3119,3119,3119,9037,103,,Red Bluff,CA,96080,570 S Main Street,,40.164672,-122.226955,,5/6/2007,,Retail,,
No,,"HTS - Susanville,CA",HTS,Owner,3698,3698,3698,9037,103,,Susanville,CA,96130,911 Main Street,,40.418179,-120.658634,,,,Retail,,
No,,"HTS - Clearlake,CA",HTS,Owner,3049,3049,3049,9037,103,,Clearlake,CA,95422,15875 Dam Road Ext,,38.932209,-122.61823,,2/23/2003,,Retail,,
No,,"HTS - Klamath Falls,OR",HTS,Owner,5480,3059,5480,9037,103,,Klamath Falls,OR,97603,4311 South 6th,,42.206821,-121.735993,,2/26/2017,,Retail,,
No,,"HTS - Grass Valley,CA",HTS,Owner,5530,3129,5530,9037,103,,Grass Valley,CA,95945,129 Idaho Maryland Road,,39.221902,-121.052437,,7/30/2017,,Retail,,
No,,"HTS - Auburn,CA",HTS,Owner,5557,3149,5557,9037,103,,Auburn,CA,95603,415 Grass Valley Highway,,38.904781,-121.077929,,5/15/2016,,Retail,,
No,,"HTS - Napa,CA",HTS,Owner,5743,3269,5743,9037,103,,Napa,CA,94559,1701 Soscol Avenue,,38.30586,-122.28542,,2/28/2016,,Retail,,
No,,"HTS - Truckee,CA",HTS,Owner,2169,2169,2169,9037,103,,Truckee,CA,96161,12047 Donner Pass Road,,39.325027,-120.221807,,,,Retail,,
No,,"HTS - Fallon,NV",HTS,Owner,3859,3859,3859,9037,103,,Fallon,NV,89406,1430 W Williams Avenue,,39.475558,-118.792765,,10/2/2016,,Retail,,
No,,"HTS - Yreka,CA",HTS,Owner,8192,3998,8192,9037,103,,Yreka,CA,96097,827 S Main Street,,41.725135,-122.639361,,7/29/2012,,Retail,,
No,,"HTS - Parker,AZ",HTS,Owner,3633,3633,3633,9029,105,,Parker,AZ,85344,1009 Arizona Avenue,,34.148568,-114.28457,,4/24/2011,,Retail,,
No,,"HTS - Blythe,CA",HTS,Owner,5753,3279,5753,9029,105,,Blythe,CA,92225,155 N Spring Street,,33.611654,-114.598631,,6/3/2007,,Retail,,
No,,"HTS - Banning,CA",HTS,Owner,6970,6970,6970,9037,105,,Banning,CA,92220,1484 West Ramsey Street,,33.924847,-116.892887,,7/19/2015,,Retail,,
No,,"HTS - Kingman,AZ",HTS,Owner,3089,3089,3089,9029,105,,Kingman,AZ,86401,3155 Stockton Hill Rd.,,35.216064,-114.035623,,5/4/2014,,Retail,,
No,,"HTS - Lake Havasu City,AZ",HTS,Owner,3537,3537,3537,9029,105,,Lake Havasu City,AZ,86404,5601 Highway 95 North,Suite 600,34.569195,-114.366213,,8/5/2007,,Retail,,
No,,"HTS - Tehachapi,CA",HTS,Owner,5707,3219,5707,9037,217,,Tehachapi,CA,93561,835 Tucker Road,#A and B,35.12272,-118.468831,,,,Retail,,
No,,"HTS - Bullhead City,AZ",HTS,Owner,5732,3256,5732,9029,105,,Bullhead City,AZ,86442,2350 Miracle Mile Road,,35.102133,-114.594806,,11/2/2008,,Retail,,
No,,"HTS - Ramona,CA",HTS,Transition,3048,3048,3048,9029,105,,Ramona,CA,92065,969 Main St,,33.042424,-116.868441,,7/8/2017,,Retail,,
No,,"HTS - Pahrump,NV",HTS,Owner,3649,3649,3649,9029,105,,Pahrump,NV,89048,1360 E Highway 372,#4,36.207443,-115.989638,,1/17/2016,,Retail,,
No,,"HTS - Oakhurst,CA",HTS,Owner,3908,3908,3908,9029,105,,Oakhurst,CA,93644,40322 Junction Drive,,37.334736,-119.657829,,2/12/2017,,Retail,,
No,,"HTS - Ridgecrest,CA",HTS,Owner,5590,3179,5590,9029,105,,Ridgecrest,CA,93555,120 North China Lake Boulevard,,35.623539,-117.667972,,5/15/2016,,Retail,,
No,,"HTS - Bishop,CA",HTS,Owner,6039,3678,6039,9029,105,,Bishop,CA,93514,"1361 Rocking ""W"" Drive",,37.377301,-118.421281,,7/31/2016,,Retail,,
No,,"HTS - Coachella,CA",HTS,Owner,9219,9219,9219,9029,105,,Coachella,CA,92236,49693 Harrison Street,,33.687167,-116.183017,,,,Retail,,
No,7/16/2018,"HTS - Great Falls,MT",HTS,Owner,3904,3904,3904,9037,107,,Great Falls,MT,59405,1200 10th Avenue,,47.492637,-111.288754,,,,Retail,,
No,,"HTS - East Wenatchee,WA",HTS,Owner,4849,4849,4849,9037,107,,East Wenatchee,WA,98802,511 Valley Mall Parkway,,47.411412,-120.28914,,,,Retail,,
No,,"HTS - Ellensburg,WA",HTS,Owner,5928,3569,5928,9037,107,,Ellensburg,WA,98926,505 North Pearl,,46.996905,-120.547765,,5/22/2007,,Retail,,
No,7/16/2018,"HTS - Havre,MT",HTS,Owner,5932,3579,5932,9037,107,,Havre,MT,59501,1753 Highway 2 West,,48.55906,-109.714342,,5/30/2010,,Retail,,
No,,"HTS - Polson,MT",HTS,Owner,1920,1920,1920,9037,107,,Polson,MT,59860,214 1st Street E,,47.693808,-114.162195,,,,Retail,,
No,,"HTS - Kalispell,MT",HTS,Owner,3248,3248,3248,9037,107,,Kalispell,MT,59901,1105 US Highway 2 W,,48.200892,-114.332732,,12/16/2008,,Retail,,
No,,"HTS - Missoula,MT",HTS,Owner,3860,3860,3860,9037,107,,Missoula,MT,59801,407 South Catlin Street,,46.867613,-114.022786,,,,Retail,,
No,,"HTS - Hamilton,MT",HTS,Owner,3932,3932,3932,9037,107,,Hamilton,MT,59840,1704 N First Street,,46.26914,-114.157141,,6/1/2014,,Retail,,
No,,"HTS - Butte,MT",HTS,Owner,5758,3288,5758,9037,107,,Butte,MT,59701,3703 Harrison Avenue,#G,45.969643,-112.509277,,4/2/2017,,Retail,,
No,,"HTS - Helena,MT",HTS,Owner,5770,3298,5770,9037,107,,Helena,MT,59602,3120 Dredge Drive,Unit 101,46.617225,-112.023036,,5/28/2017,,Retail,,
