Location Store,Location,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
"Portage, IN (5157)","Portage, IN",AHS,Company,5157,5157,5157,9041,302,,Portage,IN,46368,6169 US Route 6,,41.54799,-87.176336,,1/31/2016,,Retail,,
"Germantown, WI (5471)","Germantown, WI",AHS,Company,5471,5471,5471,9041,302,,Germantown,WI,53022,N 96 W 18650 County Line Road,,43.193499,-88.140778,,1/31/2016,,Retail,,
"Ponderay, ID (9296)","Ponderay, ID",AHS,Franchise,9296,9296,9296,9041,302,,Ponderay,ID,83852,300 Bonner Mall Way,Suite 102-105,48.301967,-116.541909,,,,Retail,,
"Big Rapids, MI (5053)","Big Rapids, MI",AHS,Franchise,5053,5053,5053,9041,302,,Big Rapids,MI,49307,14305 Northland Drive,,43.67384,-85.48496,,,,Retail,,
"Batavia, IL (5472)","Batavia, IL",AHS,Franchise,5472,5472,5472,9041,302,,Batavia,IL,60510,3 N Randall Road,,41.850239,-88.342533,,4/2/2011,,Retail,,
"Logan, UT (5578)","Logan, UT",AHS,Franchise,5578,5578,5578,9041,302,,Logan,UT,84321,115 E 400 N,,41.74055,-111.831724,,,,Retail,,
"Bad Axe, MI (5592)","Bad Axe, MI",AHS,Franchise,5592,5592,5592,9041,302,,Bad Axe,MI,48413,850 N Van Dyke,,43.81627,-82.998195,,9/1/2013,,Retail,,
"Sheboygan, WI (5593)","Sheboygan, WI",AHS,Franchise,5593,5593,5593,9041,302,,Sheboygan,WI,53081,2836 S. Business Drive,,43.724077,-87.735622,,,,Retail,,
"Bolingbrook, IL (5702)","Bolingbrook, IL",AHS,Franchise,5702,5702,5702,9041,302,,Bolingbrook,IL,60440,200 N Weber Road,,41.70083,-88.12381,,3/31/2013,,Retail,,
"Katy, TX (5246)","Katy, TX",AHS,Franchise,5246,5246,5246,9041,311,,Katy,TX,77450,649 S Mason Road,,29.773096,-95.751294,,11/1/2010,,Retail,,
"Huntsville, TX (5688)","Huntsville, TX",AHS,Franchise,5688,5688,5688,9041,311,,Huntsville,TX,77340,291 Interstate 45,,30.71513,-95.567647,,,,Retail,,
"Easton, PA (5083)","Easton, PA",AHS,Company,5083,5083,5083,9041,321,,Easton,PA,18045,3762 Easton-Nazareth Highway,,40.711513,-75.281705,,12/18/2014,,Retail,,
"Norristown, PA (5223)","Norristown, PA",AHS,Company,5223,5223,5223,9041,321,,Norristown,PA,19401,2811 Dekalb Pike,,40.14144,-75.314794,,4/29/2012,,Retail,,
"GLASSBORO, NJ (5243)","GLASSBORO, NJ",AHS,Company,5243,5243,5243,9041,321,,GLASSBORO,NJ,08028,616 N DELSEA DR (RT 47),,39.716425,-75.110662,,3/4/2012,,Retail,,
"Columbus, OH (5301)","Columbus, OH",AHS,Company,5301,5301,5301,9041,321,,Columbus,OH,43220,1800 W Henderson Road,,40.056283,-83.06735,,3/6/2016,,Retail,,
"Parma, OH (5871)","Parma, OH",AHS,Company,5871,5871,5871,9041,321,,Parma,OH,44134,7490 Broadview Road,,41.362402,-81.685552,,1/24/2016,,Retail,,
"HOWELL, NJ (5874)","HOWELL, NJ",AHS,Company,5874,5874,5874,9041,321,,HOWELL,NJ,07731,4010 ROUTE 9 S,,40.153625,-74.229786,,6/3/2012,,Retail,,
"MIDLAND PARK, NJ (5902)","MIDLAND PARK, NJ",AHS,Company,5902,5902,5902,9041,321,,MIDLAND PARK,NJ,07432,80 GODWIN AVE,,40.985509,-74.137577,,6/3/2012,,Retail,,
"Houston, TX (1808)","Houston, TX",HAS,Franchise,1808,1808,1808,9080,205,,Houston,TX,77084,1150 N Fry Road,,29.78603,-95.717345,,,,Retail,,
"Tomball, TX (1809)","Tomball, TX",HAS,Franchise,1809,1809,1809,9080,205,,Tomball,TX,77377,14099 FM 2920,,30.088989,-95.63515,,1/27/2010,,Retail,,
"League City, TX (1857)","League City, TX",HAS,Franchise,1857,1857,1857,9080,205,,League City,TX,77573,2805 Gulf Freeway South,,29.469422,-95.094691,,1/27/2010,,Retail,,
"Houston, TX (1859)","Houston, TX",HAS,Franchise,1859,1859,1859,9080,205,,Houston,TX,77049,15242 Wallisville Road,,29.806865,-95.167899,,11/20/2009,,Retail,,
"Pearland, TX (1938)","Pearland, TX",HAS,Franchise,1938,1938,1938,9080,205,,Pearland,TX,77584,10904 Memorial Hermann Drive,,29.559116,-95.388772,,11/20/2009,,Retail,,
"Pasadena, TX (1965)","Pasadena, TX",HAS,Franchise,1965,1965,1965,9080,205,,Pasadena,TX,77505,5932 Fairmont Parkway,,29.647521,-95.150207,,11/20/2009,,Retail,,
"Spring, TX (6942)","Spring, TX",HAS,Franchise,6942,6942,6942,9080,205,,Spring,TX,77386,26914 Interstate 45 North,,30.156108,-95.448089,,,,Retail,,
"SUGAR LAND, TX (7178)","SUGAR LAND, TX",HAS,Franchise,7178,7178,7178,9080,205,,SUGAR LAND,TX,77478,15850 SOUTHWEST FREEWAY,,29.600974,-95.6223,,,,Retail,,
"CYPRESS, TX (7379)","CYPRESS, TX",HAS,Franchise,7379,7379,7379,9080,205,,CYPRESS,TX,77429,25704 North West Fwy Ste A,,29.969989,-95.690725,,11/20/2009,,Retail,,
"CONROE, TX (7391)","CONROE, TX",HAS,Franchise,7391,7391,7391,9080,205,,CONROE,TX,77304,1302 W DAVIS STREET STE G,,30.316254,-95.473325,,4/20/2007,,Retail,,
"Humble, TX (7403)","Humble, TX",HAS,Franchise,7403,7389,7403,9080,205,,Humble,TX,77346,5737 FM 1960 East,,29.999157,-95.185451,,1/27/2010,,Retail,,
"Houston, TX (9099)","Houston, TX",HAS,Franchise,9099,9099,9099,9080,205,,Houston,TX,77027,3277 Southwest Freeway,,29.728649,-95.431798,,,,Retail,,
"Goodyear, AZ (1829)","Goodyear, AZ",HAS,Franchise,1829,1829,1829,9080,205,,Goodyear,AZ,85338,13277 W McDowell Road,,33.461772,-112.344278,,6/6/2010,,Retail,,
"Tucson, AZ (1848)","Tucson, AZ",HAS,Franchise,1848,1848,1848,9080,205,,Tucson,AZ,85741,3951 Costco Drive,,32.330698,-111.048502,,5/1/2011,,Retail,,
"Scottsdale, AZ (4778)","Scottsdale, AZ",HAS,Franchise,4778,4778,4778,9080,205,,Scottsdale,AZ,85260,8684 E Raintree Drive,,33.619889,-111.894999,,,,Retail,,
"Surprise, AZ (6997)","Surprise, AZ",HAS,Franchise,6997,6997,6997,9080,205,,Surprise,AZ,85374,13980 W Bell Road,Suites 10-14,33.640271,-112.361198,,,,Retail,,
"Chandler, AZ (9080)","Chandler, AZ",HAS,Franchise,9080,3008,9080,9080,205,,Chandler,AZ,85286,2100 S Gilbert Road,,33.275553,-111.789762,,6/11/2010,,Retail,,
"Cranberry Township, PA (6016)","Cranberry Township, PA",HAS,Company,6016,6016,6016,9080,222,,Cranberry Township,PA,16066,2045 Mackenzie Way,Suite 400,40.687026,-80.089487,,,,Retail,,
"Streetsboro, OH (6076)","Streetsboro, OH",HAS,Company,6076,6076,6076,9080,222,,Streetsboro,OH,44241,1276 State Route 303,,41.237462,-81.348075,,,,Retail,,
"Monroeville, PA (7015)","Monroeville, PA",HAS,Company,7015,7015,7015,9080,222,,Monroeville,PA,15146,3838 William Penn Highway,,40.436498,-79.781542,,,,Retail,,
"SPRINGFIELD, PA (7190)","SPRINGFIELD, PA",HAS,Company,7190,7190,7190,9080,222,,SPRINGFIELD,PA,19064,1180-1182 BALTIMORE PIKE,,39.914313,-75.348133,,10/21/2012,,Retail,,
"Snellville, GA (9073)","Snellville, GA",HAS,Franchise,9073,3005,9073,9080,222,,Snellville,GA,30078,1905 Scenic Highway,,33.878538,-84.013286,,5/5/2013,,Retail,,
"Cumming, GA (9227)","Cumming, GA",HAS,Franchise,9227,3004,9227,9080,222,,Cumming,GA,30041,1674 Marketplace Boulevard,,34.188259,-84.13087,,5/5/2013,,Retail,,
"McDonough, GA (9504)","McDonough, GA",HAS,Franchise,9504,3116,9504,9080,222,,McDonough,GA,30253,1563 Highway 20 W,,33.420225,-84.188462,,5/5/2013,,Retail,,
"Knightdale, NC (2004)","Knightdale, NC",HAS,Franchise,2004,2004,2004,9080,222,,Knightdale,NC,27545,2001 Widewaters Parkway,,35.795244,-78.503368,,7/31/2011,,Retail,,
"Apex, NC (4216)","Apex, NC",HAS,Franchise,4216,4216,4216,9080,222,,Apex,NC,27502,2016 Creekside Landing Drive,,35.745889,-78.884605,,,,Retail,,
"Oswego, IL (1860)","Oswego, IL",HAS,Company,1860,1860,1860,9080,392,,Oswego,IL,60543,1758 Douglas Road,,41.696701,-88.313229,,4/5/2015,,Retail,,
"Covington, WA (7180)","Covington, WA",HAS,Company,7180,7180,7180,9080,392,,Covington,WA,98042,27116 167th Place SE,,47.358649,-122.117345,,4/30/2017,,Retail,,
"Las Vegas, NV (7681)","Las Vegas, NV",HAS,Franchise,7681,7681,7681,9080,392,,Las Vegas,NV,89149,7930 West Tropical Parkway,Suite 150,36.271169,-115.267759,,11/17/2013,,Retail,,
"Huntington Beach, CA (7773)","Huntington Beach, CA",HAS,Company,7773,7773,7773,9080,392,,Huntington Beach,CA,92646,10072 Adams Avenue,,33.671047,-117.952279,,4/30/2017,,Retail,,
"Alhambra, CA (9286)","Alhambra, CA",HAS,Franchise,9286,9286,9286,9080,392,,Alhambra,CA,91803,2115A Commonwealth Avenue,,34.089736,-118.147087,,10/1/2011,,Retail,,
"Arvada, CO (4081)","Arvada, CO",HAS,Franchise,4081,4081,4081,9080,392,,Arvada,CO,80003,7705 Wadsworth Boulevard,#A-1,39.835807,-105.083729,,9/21/2014,,Retail,,
"Kailua Kona, HI (9248)","Kailua Kona, HI",HAS,Owner,9248,9248,9248,9098,386,,Kailua Kona,HI,96740,74-5583 Luhia Street,Bay B7| Hale Hana Center,19.647692,-156.001172,,3/11/2013,,Retail,,
"GUAYNABO, PR (7472)","GUAYNABO, PR",HTS,,7472,7472,7472,9032,830,,GUAYNABO,PR,956,CARR 169 KM6.7 BO CAMARON,,37.69959,0,,,,Retail,,
"TOA BAJA, PR (2707)","TOA BAJA, PR",HAS,Owner,2707,2707,2707,9098,399,,TOA BAJA,PR,949,CARRETERA NO 2,,0,0,,,,Retail,,
"BARRANQUITAS, PR (3714)","BARRANQUITAS, PR",HAS,Owner,3714,3714,3714,9098,399,,BARRANQUITAS,PR,794,RR 152,,18.204168,-66.295819,,,,Retail,,
"MANATI, PR (7765)","MANATI, PR",HAS,Owner,7765,7765,7765,9098,399,,MANATI,PR,674,ROAD #2 INT ROAD 149,,18.431502,-66.484398,,,,Retail,,
"ISABELA, PR (3224)","ISABELA, PR",HAS,Owner,3224,3224,3224,9098,399,,ISABELA,PR,662,CARRETERA #2 KM. 110.3,,0,0,,11/2/2014,,Retail,,
"SAN SEBASTIAN, PR (3299)","SAN SEBASTIAN, PR",HTS,Owner,3299,3299,3299,9098,399,,SAN SEBASTIAN,PR,685,4598 AVE ARCADIO ESTRADA,Suite 1,0,0,,,,Retail,,
"Aguadilla, PR (6546)","Aguadilla, PR",HAS,Owner,6546,3786,6546,9098,399,,Aguadilla,PR,603,Km 125.1 Int Road #459,,18.448345,-67.149437,,8/27/2006,,Retail,,
"BAYAMON, PR (7735)","BAYAMON, PR",HAS,Owner,7735,7735,7735,9098,399,,BAYAMON,PR,958,CARR 167 ESQUINA 10,,18.37003,-66.159597,,7/16/2014,,Retail,,
"HUMACAO, PR (9976)","HUMACAO, PR",HAS,Owner,9976,9976,9976,9098,399,,HUMACAO,PR,791,475 CARR #3 SUITE 6,,0,0,,,,Retail,,
"Pottstown, PA (4651)","Pottstown, PA",HAS,Company,4651,4651,4651,9080,222,,Pottstown,PA,19464,223 Shoemaker Road,Suite #105,40.252607,-75.662421,,1/3/2016,,Retail,,
"Eagle Pass, TX (3338)","Eagle Pass, TX",HTS,Owner,3338,3338,3338,9029,115,,Eagle Pass,TX,78852,410 S Texas Drive,,28.704214,-100.481024,,8/2/2009,,Retail,,
"Del Rio, TX (5841)","Del Rio, TX",HTS,Owner,5841,3406,5841,9029,115,,Del Rio,TX,78840,2400 Veterans Boulevard,,29.392725,-100.906304,,11/20/2012,,Retail,,
"El Campo, TX (3014)","El Campo, TX",HTS,Owner,3014,3014,3014,9029,115,,El Campo,TX,77437,817 West Loop,,29.190945,-96.290718,,,,Retail,,
"Bay City, TX (3468)","Bay City, TX",HTS,Owner,3468,3468,3468,9029,115,,Bay City,TX,77414,3120 Avenue F,,28.972107,-95.970054,,,,Retail,,
"Beeville, TX (3496)","Beeville, TX",HTS,Owner,3496,3496,3496,9029,115,,Beeville,TX,78102,2001 North St Mary's Street,,28.38584,-97.739063,,12/13/2009,,Retail,,
"Uvalde, TX (3536)","Uvalde, TX",HTS,Owner,3536,3536,3536,9029,115,,Uvalde,TX,78801,2344 East Main,,29.222678,-99.763982,,9/30/2001,,Retail,,
"Pleasanton, TX (3756)","Pleasanton, TX",HTS,Owner,3756,3756,3756,9029,115,,Pleasanton,TX,78064,118 S Main Street,,28.958292,-98.484399,,4/1/2001,,Retail,,
"Rockport, TX (3827)","Rockport, TX",HTS,Owner,3827,3827,3827,9029,115,,Rockport,TX,78358,3308 Highway 35 North,,28.063446,-97.040923,,6/29/2014,,Retail,,
"Boerne, TX (3961)","Boerne, TX",HTS,Owner,3961,3961,3961,9029,115,,Boerne,TX,78006,1514 S Main,,29.771982,-98.721097,,,,Retail,,
"Floresville, TX (4798)","Floresville, TX",HTS,Owner,4798,4798,4798,9029,115,,Floresville,TX,78114,2301 10th Street,,29.129637,-98.142097,,,,Retail,,
"Alice, TX (6286)","Alice, TX",HTS,Owner,6286,3728,6286,9029,115,,Alice,TX,78332,811 E Main Street,,27.750564,-98.068273,,7/24/2016,,Retail,,
"Kingsville, TX (5802)","Kingsville, TX",HTS,Owner,5802,3337,5802,9029,115,,Kingsville,TX,78363,1601 S Highway 77,Suite E,27.500904,-97.843653,,9/1/2013,,Retail,,
"Kerrville, TX (5818)","Kerrville, TX",HTS,Owner,5818,3358,5818,9029,115,,Kerrville,TX,78028,345 Junction Highway,,30.05438,-99.153455,,7/3/2005,,Retail,,
"Great Bend, KS (3330)","Great Bend, KS",HTS,Owner,3330,3330,3330,9029,201,,Great Bend,KS,67530,2515 10th Street,,38.36098,-98.772691,,4/6/2008,,Retail,,
"Hays, KS (5741)","Hays, KS",HTS,Owner,5741,3267,5741,9029,201,,Hays,KS,67601,2706 Vine Street,,38.887224,-99.316125,,1/30/2014,,Retail,,
"Newton, KS (5812)","Newton, KS",HTS,Owner,5812,3351,5812,9029,201,,Newton,KS,67114,505 N Poplar,,38.047928,-97.347451,,11/13/2001,,Retail,,
"Manhattan, KS (4653)","Manhattan, KS",HTS,Owner,4653,4653,4653,9029,201,,Manhattan,KS,66502,8055 East 24 Highway,Suite B,39.195231,-96.528794,,,,Retail,,
"Ottawa, KS (5706)","Ottawa, KS",HTS,Owner,5706,3218,5706,9029,201,,Ottawa,KS,66067,220 S Main Street,,38.61496,-95.269009,,8/28/2011,,Retail,,
"Wichita, KS (2899)","Wichita, KS",HTS,Owner,2899,2899,2899,9029,201,,Wichita,KS,67209,4600 W Kellogg Drive,Suite E103,37.677814,-97.398623,,,,Retail,,
"Junction City, KS (3326)","Junction City, KS",HTS,Owner,3326,3326,3326,9029,201,,Junction City,KS,66441,101 N Washington Street,,39.023256,-96.829084,,7/15/2007,,Retail,,
"Chanute, KS (3581)","Chanute, KS",HTS,Owner,3581,3581,3581,9029,201,,Chanute,KS,66720,102 East Main Street,,37.682066,-95.451585,,7/28/2002,,Retail,,
"Pratt, KS (3732)","Pratt, KS",HTS,Owner,3732,3732,3732,9029,201,,Pratt,KS,67124,300 South Main,,37.643708,-98.739124,,7/4/2004,,Retail,,
"Dodge City, KS (5733)","Dodge City, KS",HTS,Owner,5733,3257,5733,9029,201,,Dodge City,KS,67801,2601 Central,,37.777476,-100.017706,,6/16/2013,,Retail,,
"Atchison, KS (5938)","Atchison, KS",HTS,Owner,5938,3592,5938,9029,201,,Atchison,KS,66002,101 N Fourth Street,,39.562015,-95.118138,,,,Retail,,
"Lawrence, KS (9210)","Lawrence, KS",HTS,Owner,9210,9210,9210,9029,201,,Lawrence,KS,66046,2329 Iowa Street,Space M,38.941165,-95.261919,,,,Retail,,
"Conway, AR (3217)","Conway, AR",HTS,Transition,3217,3217,3217,9040,219,,Conway,AR,72032,201 Skyline Drive,,35.111035,-92.430662,,6/28/2017,,Retail,,
"Malvern, AR (3906)","Malvern, AR",HTS,Owner,3906,3906,3906,9040,209,,Malvern,AR,72104,1339 Highway 270 West,,34.381169,-92.827291,,9/12/2006,,Retail,,
"Russellville, AR (5573)","Russellville, AR",HTS,Owner,5573,3167,5573,9040,219,,Russellville,AR,72801,920 South Arkansas Avenue,,35.269815,-93.13469,,10/16/2011,,Retail,,
"Broken Arrow, OK (1796)","Broken Arrow, OK",HTS,Owner,1796,1796,1796,9029,203,,Broken Arrow,OK,74011,3804 S Elm Pl,Suite B,36.01452,-95.79925,,,,Retail,,
"Benton, AR (3587)","Benton, AR",HTS,Owner,3587,3587,3587,9040,209,,Benton,AR,72015,1110 Ferguson Drive,,34.573312,-92.578853,,11/2/2014,,Retail,,
"Eufaula, OK (3727)","Eufaula, OK",HTS,Owner,3727,3727,3727,9029,203,,Eufaula,OK,74432,617 S Main Street,,35.279543,-95.582508,,6/15/2004,,Retail,,
"Antlers, OK (3892)","Antlers, OK",HTS,Owner,3892,3892,3892,9029,203,,Antlers,OK,74523,413837 State Highway 3,,34.21567,-95.569162,,,,Retail,,
"Muskogee, OK (4949)","Muskogee, OK",HTS,Owner,4949,4949,4949,9029,203,,Muskogee,OK,74403,2234 E. Shawnee Bypass,,35.772648,-95.344597,,,,Retail,,
"Mena, AR (5697)","Mena, AR",HTS,Owner,5697,3207,5697,9029,203,,Mena,AR,71953,908 South Mena Street,,34.582121,-94.234237,,10/28/2012,,Retail,,
"Ada, OK (5875)","Ada, OK",HTS,Owner,5875,3447,5875,9029,203,,Ada,OK,74820,1101 Lonnie Abbott Boulevard,,34.78984,-96.663454,,4/2/2000,,Retail,,
"Mcalester, OK (5879)","Mcalester, OK",HTS,Owner,5879,3467,5879,9029,203,,Mcalester,OK,74501,500 Village Boulevard,,34.90747,-95.743896,,1/3/1999,,Retail,,
"Arkadelphia, AR (6557)","Arkadelphia, AR",HTS,Owner,6557,3796,6557,9040,209,,Arkadelphia,AR,71923,2919 W Pine,,34.118848,-93.086183,,7/17/2016,,Retail,,
"Hot Springs Village, AR (7726)","Hot Springs Village, AR",HTS,Owner,7726,7726,7726,9040,209,,Hot Springs Village,AR,71909,4905 Highway 7 North,,34.655747,-93.064131,,,,Retail,,
"Sulphur Springs, TX (3508)","Sulphur Springs, TX",HTS,Owner,3508,3508,3508,9029,383,,Sulphur Springs,TX,75482,1402 Mockingbird Lane,,33.114287,-95.590212,,7/12/2014,,Retail,,
"Magnolia, AR (3797)","Magnolia, AR",HTS,Owner,3797,3797,3797,9029,210,,Magnolia,AR,71753,1517 C East Main,,33.265235,-93.219178,,7/3/2015,,Retail,,
"Ruston, LA (5851)","Ruston, LA",HTS,Owner,5851,3422,5851,9029,210,,Ruston,LA,71270,1701 Commerce Street,,32.546823,-92.620314,,4/16/2014,,Retail,,
"Monticello, AR (3007)","Monticello, AR",HTS,Owner,3007,3007,3007,9040,209,,Monticello,AR,71655,749 Walmart Access Road,,33.633946,-91.804085,,11/27/2016,,Retail,,
"Crossett, AR (5940)","Crossett, AR",HTS,Owner,5940,3597,5940,9040,209,,Crossett,AR,71635,301 Fairview,,33.139078,-91.954212,,7/30/2017,,Retail,,
"Camden, AR (3087)","Camden, AR",HTS,Owner,3087,3087,3087,9040,209,,Camden,AR,71701,150 Garden Oaks Drive,,33.582637,-92.850286,,7/2/2017,,Retail,,
"El Dorado, AR (3107)","El Dorado, AR",HTS,Owner,3107,3107,3107,9029,210,,El Dorado,AR,71730,2020 Northwest Avenue,,33.231552,-92.665632,,7/29/2012,,Retail,,
"Hope, AR (3854)","Hope, AR",HTS,Owner,3854,3854,3854,9040,209,,Hope,AR,71801,1301 North Hervey Street,,33.680971,-93.603121,,1/13/2013,,Retail,,
"Nashville, AR (5270)","Nashville, AR",HTS,Owner,5270,5270,5270,9040,209,,Nashville,AR,71852,1401 South Fourth St,,33.930437,-93.850092,,3/1/2015,,Retail,,
"Homer, LA (6304)","Homer, LA",HTS,Owner,6304,3737,6304,9029,210,,Homer,LA,71040,914 West Main Street,,32.800132,-93.055879,,,,Retail,,
"Atlanta, TX (7269)","Atlanta, TX",HTS,Owner,7269,3956,7269,9029,210,,Atlanta,TX,75551,301 East Main Street,,33.113731,-94.16247,,,,Retail,,
"West Monroe, LA (7727)","West Monroe, LA",HTS,Owner,7727,7727,7727,9029,210,,West Monroe,LA,71292,651 Downing Pines Road,,32.506742,-92.172502,,,,Retail,,
"Broken Bow, OK (8708)","Broken Bow, OK",HTS,Owner,8708,3949,8708,9040,209,,Broken Bow,OK,74728,4994 S Park Drive,,33.96376,-94.753193,,2/16/2014,,Retail,,
"Gun Barrel City, TX (8051)","Gun Barrel City, TX",HTS,Owner,8051,3927,8051,9029,383,,Gun Barrel City,TX,75156,3015 W Main Street,,32.330657,-96.159097,,8/31/2014,,Retail,,
"Palestine, TX (8125)","Palestine, TX",HTS,Owner,8125,3967,8125,9029,210,,Palestine,TX,75801,2024 Crockett Road,,31.73892,-95.607537,,7/5/2015,,Retail,,
"Shreveport, LA (7123)","Shreveport, LA",HTS,Owner,7123,7123,7123,9029,210,,Shreveport,LA,71118,9356 S Mansfield Road,,32.398614,-93.808727,,,,Retail,,
"Many, LA (7297)","Many, LA",HTS,Owner,7297,3978,7297,9029,210,,Many,LA,71449,206 Elizabeth Street,,31.565823,-93.486755,,1/2/2011,,Retail,,
"Deridder, LA (3577)","Deridder, LA",HTS,Owner,3577,3577,3577,9029,210,,Deridder,LA,70634,1339 North Pine,,30.871056,-93.285588,,10/31/2010,,Retail,,
"Crockett, TX (1866)","Crockett, TX",HTS,Owner,1866,1866,1866,9029,210,,Crockett,TX,75835,1010 E Loop 304,,31.326396,-95.438407,,4/11/2017,,Retail,,
"Corsicana, TX (3378)","Corsicana, TX",HTS,Owner,3378,3378,3378,9029,383,,Corsicana,TX,75110,836 West 7th Avenue,,32.08789,-96.471886,,2/13/2011,,Retail,,
"Jasper, TX (3548)","Jasper, TX",HTS,Owner,3548,3548,3548,9029,210,,Jasper,TX,75951,1901 West Gibson,,30.90303,-94.020642,,8/28/2016,,Retail,,
"Canton, TX (3639)","Canton, TX",HTS,Owner,3639,3639,3639,9029,383,,Canton,TX,75103,1190 Trade Days Boulevard,,32.568924,-95.85653,,5/9/2010,,Retail,,
"Mexia, TX (3948)","Mexia, TX",HTS,Owner,3948,3948,3948,9029,383,,Mexia,TX,76667,909 E Milam Street,,31.685061,-96.47265,,6/6/2002,,Retail,,
"Natchitoches, LA (5757)","Natchitoches, LA",HTS,Owner,5757,3287,5757,9029,210,,Natchitoches,LA,71457,4278 University Parkway,,31.745387,-93.123928,,10/14/2003,,Retail,,
"Nacogdoches, TX (5849)","Nacogdoches, TX",HTS,Owner,5849,3418,5849,9029,210,,Nacogdoches,TX,75965,3801 North Street,,31.639061,-94.655398,,1/29/2012,,Retail,,
"Mineola, TX (7298)","Mineola, TX",HTS,Owner,7298,3988,7298,9029,383,,Mineola,TX,75773,332 W FM 564,,32.688568,-95.488637,,10/7/2001,,Retail,,
"Elk City, OK (3386)","Elk City, OK",HTS,Owner,3386,3386,3386,9029,203,,Elk City,OK,73644,2821 West 3rd Street,,35.412039,-99.439415,,2/23/2003,,Retail,,
"Weatherford, OK (3604)","Weatherford, OK",HTS,Owner,3604,3604,3604,9029,203,,Weatherford,OK,73096,310 N Washington Street,#1247,35.527414,-98.693112,,3/13/2011,,Retail,,
"Wellington, KS (2761)","Wellington, KS",HTS,Owner,2761,2761,2761,9029,201,,Wellington,KS,67152,214 S Washington Avenue,,37.264078,-97.398241,,8/2/2015,,Retail,,
"Stillwater, OK (3036)","Stillwater, OK",HTS,Owner,3036,3036,3036,9029,203,,Stillwater,OK,74074,1001 S Main Street,,36.110962,-97.058205,,8/1/2010,,Retail,,
"Oklahoma City, OK (4102)","Oklahoma City, OK",HTS,Owner,4102,4102,4102,9029,203,,Oklahoma City,OK,73134,14040 Joel McDonald Drive,,35.613103,-97.562669,,,,Retail,,
"Enid, OK (1382)","Enid, OK",HTS,Owner,1382,1382,1382,9029,203,,Enid,OK,73703,1729 North Van Buren,,36.415012,-97.889082,,4/2/2017,,Retail,,
"Ponca City, OK (5877)","Ponca City, OK",HTS,Owner,5877,3457,5877,9029,203,,Ponca City,OK,74601,412 East Hartford,,36.723479,-97.079351,,3/30/2003,,Retail,,
"Shawnee, OK (5598)","Shawnee, OK",HTS,Owner,5598,5598,5598,9029,203,,Shawnee,OK,74804,4901 N Kickapoo Street,Suite 3001,35.387005,-96.925941,,10/2/2016,,Retail,,
"Duncan, OK (5936)","Duncan, OK",HTS,Owner,5936,3586,5936,9029,383,,Duncan,OK,73533,3001 North Highway 81,,34.540682,-97.968011,,9/11/2016,,Retail,,
"Winfield, KS (5950)","Winfield, KS",HTS,Owner,5950,3628,5950,9029,201,,Winfield,KS,67156,912 Main Street,,37.239732,-96.996796,,7/27/2003,,Retail,,
"Altus, OK (6350)","Altus, OK",HTS,Owner,6350,3742,6350,9029,383,,Altus,OK,73521,2720A N Main Street,,34.665846,-99.331835,,12/5/2000,,Retail,,
"Guymon, OK (6987)","Guymon, OK",HTS,Owner,6987,6987,6987,9029,377,,Guymon,OK,73942,1926 Highway 64 North,,36.699473,-101.485585,,4/17/2017,,Retail,,
"Waxahachie, TX (3528)","Waxahachie, TX",HTS,Owner,3528,3528,3528,9029,383,,Waxahachie,TX,75165,600 North Highway 77,,32.408977,-96.840958,,12/18/2007,,Retail,,
"Cleburne, TX (8105)","Cleburne, TX",HTS,Owner,8105,3957,8105,9029,383,,Cleburne,TX,76033,1663 West Henderson St. Suite 24,Suite 24,32.334027,-97.419862,,6/1/2014,,Retail,,
"Wichita Falls, TX (3331)","Wichita Falls, TX",HTS,Company,3331,3331,3331,9029,383,,Wichita Falls,TX,76308,2811 Southwest Parkway,,33.8512,-98.5446,,,,Retail,,
"Ardmore, OK (3487)","Ardmore, OK",HTS,Owner,3487,3487,3487,9029,383,,Ardmore,OK,73401,320 North Commerce,,34.177888,-97.141626,,7/30/2017,,Retail,,
"Granbury, TX (3497)","Granbury, TX",HTS,Owner,3497,3497,3497,9029,383,,Granbury,TX,76048,420 Highway 377 E,,32.434738,-97.783783,,,,Retail,,
"Stephenville, TX (3518)","Stephenville, TX",HTS,Owner,3518,3518,3518,9029,383,,Stephenville,TX,76401,2185 West South Loop,,32.20801,-98.224852,,4/5/2009,,Retail,,
"Early, TX (5837)","Early, TX",HTS,Owner,5837,3398,5837,9029,383,,Early,TX,76802,300 Early Boulevard,Suite 300,31.738087,-98.961043,,1/27/2016,,Retail,,
"Temple, TX (5897)","Temple, TX",HTS,Owner,5897,3527,5897,9029,388,,Temple,TX,76502,1212 Marlandwood,,31.06318,-97.365889,,5/29/2011,,Retail,,
"Marble Falls, TX (3686)","Marble Falls, TX",HTS,Owner,3686,3686,3686,9029,388,,Marble Falls,TX,78654,2603 N US Highway 281,,30.59675,-98.27011,,11/1/2007,,Retail,,
"Georgetown, TX (5946)","Georgetown, TX",HTS,Owner,5946,3616,5946,9029,388,,Georgetown,TX,78626,900 North Austin Avenue,#123,30.650965,-97.677212,,7/30/2017,,Retail,,
